v4_1,Data Marking,years-quarters-months,Time,administrative-geography,Geography,seasonal-adjustment,SeasonalAdjustment,construction-series-type,SeriesType,construction-classifications,TypeOfWork
2137.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
545.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
682.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
10997.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
2127.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
986.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
5688.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
2766.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
4399.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
795.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
2930.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
16685.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
3717.0,,2019-dec,2019 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
3470.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
2936.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2954.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
1119.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
2837.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
1751.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
9747.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
2591.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
5428.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
1980.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
15175.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
534.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
454.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
857.0,,2016-jan,2016 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
1028.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
3637.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
4285.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
533.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
745.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
5793.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
2903.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
2917.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
2876.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
648.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
2172.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
16773.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
2230.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
10980.0,,2019-mar,2019 - Mar,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
24349.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
37658.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
128544.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
9599.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
68107.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
7042.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
32695.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
5635.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
47306.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
35412.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
196651.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
40264.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
13595.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
25813.0,,2017,2017,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
6285.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
8158.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
838.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
3329.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
17080.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
26717.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
1952.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
43794.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
8744.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
2803.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
9039.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
7934.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
3307.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
9511.0,,2004-q4,2004 - Q4,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
9647.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
1897.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
1910.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
491.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
2743.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
3453.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
846.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
5357.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
1104.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
2688.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
627.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
2826.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2614.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
15003.0,,2015-apr,2015 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
3047.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
1967.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
9713.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
495.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
420.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
2870.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
2838.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
5475.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
15188.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
3542.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
1107.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
871.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
2638.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
1774.0,,2016-feb,2016 - Feb,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
7356.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
94263.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
11375.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
5680.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
25008.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
46669.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
47594.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
44107.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
211853.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
29744.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
9606.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
38427.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
37063.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
117590.0,,2024,2024,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
952.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
770.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
2958.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
2735.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
3931.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
2040.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
10409.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
2132.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
2902.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
5637.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
546.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
3385.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
528.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
16046.0,,2018-apr,2018 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
780.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
10502.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
17238.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
4181.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
3682.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2616.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
704.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
3416.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
666.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
2670.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
3320.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
6736.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
2206.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
499.0,,2023-jan,2023 - Jan,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
668.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
3671.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2901.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
533.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
2961.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
16777.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
2172.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
751.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
980.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
5851.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
2139.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
4339.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
2889.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
10926.0,,2019-apr,2019 - Apr,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
358.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
8910.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
5206.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
14116.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
491.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
1859.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
2855.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
834.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
1483.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
1864.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
1788.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
2349.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
2584.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
2622.0,,2011-dec,2011 - Dec,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
6866.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-2,Non housing R&M
2446.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
6107.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
5074.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
36732.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
3430.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
534.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
5591.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
8469.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1,Total housing R&M
1831.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
2293.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-1,Private industrial new work
15162.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
8716.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
21721.0,,2000-q3,2000 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
22027.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2,All new work
5085.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1,Total new housing
38100.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1,All work
16190.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1,All R&M
5075.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-2,Private housing R&M
4033.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-2,Private new housing
3924.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-3,Infrastructure new work
3952.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-1,Public other new work
2645.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-1-1-1,Public housing R&M
1054.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-1-1,Public new housing
7918.0,,2009-q3,2009 - Q3,K03000001,Great Britain,seasonal-adjustment,Seasonally adjusted,pounds-million,£million,1-2-2-1-2-2,Private commercial new work
